customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,CustomerSupportCalls,RecentTransactions,SatisfactionScore,DaysSinceLastInteraction
6921-OZMFH,Male,0,Yes,Yes,5.0,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,55.7,259.4,No,3.0,7.0,5.7,186.0
2111-DWYHN,Male,0,No,No,,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.1,21.1,No,0.0,5.0,6.4,225.0
4992-LTJNE,Male,0,Yes,Yes,72.0,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),55.3,3983.6,No,4.0,5.0,9.3,251.0
6440-DKQGE,Male,0,No,Yes,30.0,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),,1929.95,No,3.0,7.0,,233.0
3658-QQJYD,Male,0,No,No,62.0,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),,4698.05,No,3.0,1.0,6.5,176.0
6418-PIQSP,Female,0,Yes,No,62.0,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,81.0,4985.9,No,2.0,3.0,6.8,143.0
2589-AYCRP,Female,0,No,No,50.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.75,989.05,No,3.0,2.0,6.1,283.0
1389-CXMLU,Male,1,No,No,3.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,91.05,289.1,Yes,2.0,5.0,4.1,1.0
9136-ALYBR,Male,0,No,No,1.0,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.45,24.45,Yes,2.0,7.0,5.3,110.0
5461-QKNTN,Male,1,Yes,No,43.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,94.3,3953.15,No,2.0,6.0,3.1,71.0
6061-PQHMK,Female,0,No,No,25.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),49.266076309236766,527.5,No,0.0,5.0,1.0,250.0
1133-KXCGE,Female,0,No,No,18.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,407.05,No,1.0,6.0,5.7,
3470-BTGQO,Male,0,No,Yes,21.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.65,985.05,No,2.0,6.0,6.4,97.0
5201-USSQZ,Female,0,Yes,No,26.0,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),85.9,2196.45,No,2.0,6.0,3.0,130.0
2676-ISHSF,Male,0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.3,20.3,No,2.0,9.0,7.3,197.0
7337-CINUD,Female,0,Yes,Yes,8.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.5,159.35,No,2.0,6.0,5.4,195.0
4824-GUCBY,Female,1,No,No,22.0,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,81.7,1820.9,No,1.0,7.0,6.7,155.0
2162-FRZAA,Male,0,Yes,Yes,63.0,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),39.35,2395.05,No,3.0,1.0,8.0,180.0
7459-RRWQZ,Female,0,No,No,,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.65,994.55,Yes,3.0,3.0,9.0,318.0
5151-HQRDG,Male,0,Yes,No,37.0,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,55.05,2030.75,No,1.0,7.0,3.9,112.0
3948-FVVRP,Male,0,Yes,Yes,9.0,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,,452.8,No,2.0,4.0,4.8,119.0
9027-YFHQJ,Male,0,No,No,7.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),,152.95,No,1.0,3.0,4.8,233.0
3717-LNXKW,Male,0,Yes,No,38.0,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),91.7,3479.05,No,1.0,5.0,5.5,302.0
9308-ANMVE,Male,0,No,Yes,47.0,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,55.3,2654.05,No,3.0,3.0,1.0,153.0
6060-QBMGV,Male,0,Yes,No,70.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.85,1433.8,No,1.0,8.0,5.0,270.0
3705-PSNGL,Male,0,No,No,45.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.4,930.45,Yes,4.0,5.0,1.2999999999999998,66.0
3094-JOJAI,Male,0,No,No,18.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,74.15,1387,No,2.0,6.0,8.4,110.0
6568-POCUI,Female,0,Yes,No,,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),95.2,4285.8,No,3.0,6.0,4.9,61.0
0936-NQLJU,Female,0,Yes,No,41.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.65,875.55,No,2.0,3.0,6.1,232.0
3190-ITQXP,Female,0,Yes,Yes,46.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.25,890.35,No,2.0,5.0,3.8,144.0
2253-KPMNB,Female,0,Yes,Yes,,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),46.25,3121.4,No,1.0,5.0,5.7,121.0
2342-CKIAO,Female,0,No,No,2.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.3,41.2,No,0.0,3.0,4.4,208.0
2207-RYYRL,Male,0,Yes,Yes,52.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.55,1331.05,No,0.0,5.0,7.3,147.0
9746-MDMBK,Male,0,Yes,Yes,47.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),113.45,5317.8,No,1.0,4.0,2.5,158.0
7929-DMBCV,Female,0,Yes,No,20.0,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,81.0,1683.7,No,2.0,6.0,1.0,114.0
1051-EQPZR,Female,0,Yes,Yes,44.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.6,780.25,No,2.0,6.0,6.1,157.0
6131-FOYAS,Male,0,No,No,35.0,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,59.6,2094.9,No,4.0,4.0,8.9,160.0
0404-AHASP,Male,0,Yes,No,72.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.7,1421.9,No,3.0,1.0,4.3,113.0
0595-ITUDF,Male,0,Yes,Yes,64.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,91.8,5960.5,No,3.0,2.0,7.1,0.0
9110-HSGTV,Female,0,No,No,69.0,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),82.45,5555.3,No,2.0,4.0,5.8,192.0
1937-OTUKY,Female,0,Yes,No,72.0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),98.2,7015.9,No,0.0,8.0,7.0,300.0
3186-AJIEK,Male,0,No,No,66.0,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.65,6844.5,No,4.0,6.0,6.9,164.0
4634-JLRJT,Female,0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.35,20.35,No,0.0,3.0,8.9,72.0
3161-GETRM,Male,0,Yes,Yes,34.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),,3097,No,3.0,6.0,4.7,213.0
0114-PEGZZ,Female,0,No,No,,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,107.55,3645.5,No,3.0,4.0,4.0,34.0
6300-BWMJX,Female,0,Yes,No,,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,93.35,5386.5,No,0.0,3.0,1.2999999999999998,292.0
4385-GZQXV,Female,1,No,No,16.0,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,,1511.2,Yes,3.0,7.0,6.6,226.0
0330-IVZHA,Female,0,Yes,No,5.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.95,330.15,Yes,2.0,5.0,2.7,71.0
8138-EALND,Male,0,No,No,,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,311.6,No,0.0,10.0,3.0,239.0
0302-JOIVN,Female,0,Yes,No,,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,101.15,842.9,Yes,0.0,7.0,3.6,0.0
0722-TROQR,Female,1,No,No,4.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,321.75,Yes,2.0,9.0,5.4,280.0
3657-COGMW,Female,1,No,No,52.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),108.1,5839.3,No,1.0,7.0,9.7,178.0
8410-BGQXN,Male,0,No,No,4.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.4,93.4,No,1.0,7.0,4.5,203.0
3407-JMJQQ,Female,0,Yes,Yes,71.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.0,7661.8,No,6.0,2.0,4.5,176.0
4817-KEQSP,Female,0,Yes,Yes,,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.85,1326.35,No,1.0,6.0,,120.0
4012-YCFAI,Male,0,Yes,No,60.0,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,61.35,3766.2,No,3.0,2.0,6.2,180.0
6303-KFWSL,Female,0,No,No,29.0,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,55.25,1620.2,No,4.0,3.0,2.2,342.0
8849-GYOKR,Female,0,Yes,No,54.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),106.55,5763.3,Yes,3.0,4.0,1.0,242.0
2568-BRGYX,Male,0,No,No,4.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,,237.95,Yes,4.0,5.0,6.8,191.0
4432-ADRLB,Male,0,No,No,2.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.65,74.9,Yes,2.0,7.0,,274.0
8711-LOBKY,Male,0,Yes,Yes,59.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.85,1188.25,No,3.0,3.0,5.0,107.0
2123-AGEEN,Female,1,No,No,7.0,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,84.35,609.65,No,3.0,3.0,4.8,148.0
7876-BEUTG,Female,0,No,No,,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,48.8,720.1,No,1.0,3.0,6.8,0.0
2498-XLDZR,Female,0,Yes,Yes,32.0,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Mailed check,73.6,2316.85,No,3.0,3.0,4.3,191.0
9150-HEPMB,Male,0,No,No,56.0,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,52.7,3019.7,No,3.0,6.0,4.4,92.0
2277-VWCNI,Female,1,No,No,4.0,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,48.75,179.85,No,3.0,3.0,5.5,192.0
6754-LZUKA,Male,0,Yes,No,61.0,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),,4932.5,No,2.0,2.0,5.4,211.0
1568-LJSZU,Male,0,Yes,Yes,68.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),92.2,6392.85,No,0.0,6.0,3.1,203.0
1360-XFJMR,Female,0,Yes,No,,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),109.7,7344.45,No,2.0,3.0,8.5,142.0
0853-TWRVK,Male,0,Yes,No,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),105.6,7581.5,No,4.0,6.0,2.6,3.0
2877-VDUER,Female,0,Yes,Yes,35.0,No,No phone service,DSL,No,No,No,Yes,Yes,No,One year,No,Mailed check,,1383.6,No,1.0,1.0,3.2,50.0
3190-ITQXP,Female,0,Yes,Yes,46.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),,890.35,No,0.0,5.0,6.9,365.0
6408-OTUBZ,Female,0,No,No,66.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),104.55,6779.05,No,3.0,2.0,4.9,0.0
8203-XJZRC,Male,0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,20.25,No,1.0,5.0,4.1,228.0
6173-ITPWD,Male,0,Yes,No,47.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),83.35,4065,Yes,4.0,5.0,2.5,191.0
5945-AZYHT,Male,0,Yes,No,,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,,7854.15,No,2.0,3.0,2.3,160.0
1448-PWKYE,Male,0,Yes,Yes,1.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.0,80,Yes,2.0,1.0,3.9,147.0
1099-GODLO,Female,0,Yes,Yes,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.35,20.35,No,2.0,5.0,6.6,164.0
3162-ZJZFU,Male,0,Yes,Yes,53.0,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,92.55,4779.45,No,0.0,2.0,6.0,240.0
5651-CPDND,Male,0,No,No,10.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,46.0,492.1,No,0.0,6.0,2.2,334.0
8626-PTQGE,Male,0,No,No,69.0,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),60.05,4176.7,No,4.0,5.0,6.1,69.0
8685-WHQPW,Female,1,No,No,22.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.4,1692.6,Yes,3.0,7.0,5.0,343.0
7488-MXJIV,Female,0,No,No,4.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.65,321.65,Yes,2.0,5.0,5.0,0.0
6874-SGLHU,Male,0,No,No,30.0,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),97.0,3021.3,No,0.0,4.0,1.9,96.0
2604-XVDAM,Female,0,No,No,12.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),43.8,540.95,No,2.0,4.0,9.2,282.0
2122-SZZZD,Male,0,No,No,,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.5,835.5,No,3.0,6.0,1.2000000000000002,78.0
4013-GUXND,Male,0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.8,20.8,No,4.0,5.0,3.5,163.0
7032-LMBHI,Female,0,No,No,,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,Bank transfer (automatic),64.65,2347.85,No,0.0,9.0,4.0,82.0
6445-TNRXS,Male,0,Yes,Yes,68.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.7,7849.85,No,1.0,8.0,2.6,293.0
5543-QDCRY,Male,0,No,No,4.0,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,56.4,234.85,No,2.0,3.0,5.8,143.0
4631-OACRM,Male,1,No,No,15.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.4,1156.1,Yes,0.0,5.0,,181.0
3583-KRKMD,Male,0,No,No,18.0,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),75.9,1373.05,No,0.0,2.0,1.5,122.0
5294-DMSFH,Female,0,Yes,Yes,29.0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),,2621.75,No,5.0,6.0,7.9,
5032-USPKF,Female,0,No,No,38.0,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),84.1,3187.65,No,3.0,7.0,4.9,100.0
7162-WPHPM,Male,0,Yes,Yes,58.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),71.6,4230.25,No,0.0,2.0,4.1,185.0
1371-WEPDS,Male,1,Yes,No,,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Electronic check,55.8,2283.3,No,1.0,3.0,6.7,191.0
8883-GRDWQ,Male,1,No,No,20.0,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,54.0,1055.9,No,2.0,6.0,8.0,167.0
2592-SEIFQ,Male,0,No,No,3.0,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.75,66.95,Yes,3.0,6.0,5.2,174.0
9537-VHDTA,Female,0,No,Yes,1.0,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,51.2,51.2,No,3.0,10.0,7.0,128.0
9253-QXKBE,Male,1,Yes,No,29.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.45,2653.65,Yes,2.0,4.0,6.0,126.0
7049-GKVZY,Female,0,No,No,,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),79.85,1387.35,No,2.0,8.0,4.6,137.0
5899-MQZZL,Female,0,No,No,,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.0,999.45,Yes,1.0,7.0,,0.0
5176-LDKUH,Female,0,No,No,48.0,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Electronic check,75.15,3772.65,No,4.0,5.0,4.1,332.0
6376-GAHQE,Male,0,No,No,4.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,77.85,299.2,Yes,2.0,3.0,4.0,359.0
0580-PIQHM,Female,0,Yes,Yes,41.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),,3930.55,No,2.0,5.0,10.0,284.0
7365-BVCJH,Male,0,No,No,1.0,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.4,24.4,No,0.0,8.0,,254.0
4670-TABXH,Male,0,Yes,No,72.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),,7758.9,No,1.0,4.0,4.9,116.0
6711-VTNRE,Female,0,No,No,36.0,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,87.55,3078.1,Yes,0.0,4.0,8.4,
7422-WNBTY,Male,0,Yes,No,33.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,93.35,3092,No,2.0,7.0,2.4,96.0
3186-AJIEK,Male,0,No,No,,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.65,6844.5,No,2.0,1.0,6.4,220.0
5220-AGAAX,Male,0,Yes,Yes,,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.0,1664.3,No,2.0,2.0,4.7,337.0
3999-QGRJH,Male,1,No,No,8.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,560.85,Yes,3.0,7.0,6.1,204.0
5628-RKIFK,Female,1,No,No,49.0,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),101.55,5070.4,No,1.0,0.0,9.8,0.0
9441-QHEVC,Male,0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.1,19.1,No,2.0,5.0,7.2,183.0
9103-TCIHJ,Female,0,No,No,15.0,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,258.9415731884307,899.8,Yes,1.0,7.0,1.9,108.0
4903-CNOZC,Male,0,No,No,,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),,1964.6,No,3.0,9.0,2.2,27.0
9818-XQCUV,Female,0,No,No,2.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,45.3,No,1.0,7.0,6.2,287.0
0106-GHRQR,Male,0,No,No,16.0,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),71.4,1212.1,No,3.0,5.0,7.7,263.0
1904-WAJAA,Female,0,Yes,Yes,24.0,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Electronic check,64.35,1558.65,No,2.0,2.0,6.2,95.0
6754-WKSHP,Male,0,No,Yes,30.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),25.35,723.3,No,2.0,6.0,2.5,131.0
3003-CMDUU,Female,0,Yes,No,25.0,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,,2395.7,No,5.0,5.0,6.7,206.0
0365-BZUWY,Male,0,Yes,No,17.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,,1742.5,No,1.0,4.0,6.8,180.0
5740-YHGTW,Male,0,Yes,Yes,70.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),97.55,6669.05,No,4.0,2.0,5.4,149.0
2676-SSLTO,Male,0,No,No,49.0,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),66.15,3199,No,0.0,5.0,6.7,213.0
5533-NHFRF,Male,1,No,No,7.0,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,44.4,265.8,No,0.0,4.0,5.7,189.0
4767-HZZHQ,Male,0,Yes,Yes,30.0,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),82.05,2570.2,No,3.0,7.0,6.7,
5872-OEQNH,Female,0,No,No,60.0,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,44.45,2773.9,No,3.0,9.0,5.6,182.0
9685-WKZGT,Male,1,No,No,14.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,1036.75,Yes,1.0,1.0,4.3,109.0
9134-WYRVP,Male,0,No,No,51.0,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Mailed check,86.35,4267.15,No,0.0,6.0,2.6,142.0
7029-RPUAV,Male,1,Yes,No,17.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),,1622.45,Yes,0.0,4.0,3.5,230.0
2724-FJDYW,Male,0,No,Yes,39.0,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),,2191.7,No,2.0,10.0,3.6,43.0
0626-QXNGV,Female,0,Yes,No,72.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.15,1776.45,No,1.0,1.0,5.0,260.0
4835-YSJMR,Male,0,No,No,39.0,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),49.8,1971.15,No,2.0,7.0,7.7,156.0
8610-WFCJF,Female,0,Yes,Yes,49.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.6,4783.5,Yes,2.0,2.0,5.8,117.0
7470-DYNOE,Male,0,No,No,53.0,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,61.1,3357.9,No,3.0,5.0,7.4,268.0
7601-WFVZV,Male,0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.55,19.55,No,1.0,3.0,4.1,273.0
5777-ZPQNC,Female,0,No,No,12.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.15,260.7,No,0.0,2.0,4.5,216.0
4627-MIHJH,Female,1,No,No,,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),110.25,7467.55,No,3.0,6.0,4.6,130.0
0442-ZXKVS,Female,1,Yes,No,54.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),115.6,6431.05,No,1.0,6.0,4.2,101.0
7096-ZNBZI,Female,0,Yes,No,,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),26.45,1914.5,No,1.0,3.0,5.7,239.0
4827-USJHP,Male,0,No,No,20.0,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,,1023.85,No,1.0,3.0,5.6,234.0
